id,training_id,device_id,movement_id,repetition,timestamp,raw
37,1,1,1,1,2025-12-08T23:05:07.852016Z,"0,1344,2256,3121,3216,3233,3232,64,0,1025,1968,2864,3216,3232,3232,1056,17,704,1665,2592,3216,3233,3232,3233,32,0,1313,2256,3121,3265,3264,3265,81,17,1088,2048,2945,3232,3232,3233,49,1,1265,2209,3072,3265,3265,3265,592,16"
38,1,1,1,1,2025-12-08T23:05:07.955016Z,"2593,3168,3217,3232,3233,48,1,1025,1968,2848,3217,3233,3232,1024,17,705,1649,2561,3217,3232,3233,3233,32,1,1344,2273,3136,3233,3264,3264,80,17,1104,2049,2928,3264,3232,3232,1040,17,769,1712,2624,3248,3264,3265,3264,33,16,1409"
39,1,1,1,1,2025-12-08T23:05:08.058016Z,"3200,3233,3232,1985,16,257,1489,2385,3216,3233,3233,3233,32,17,1184,2113,2960,3216,3232,3233,496,16,897,1824,2704,3216,3232,3233,1265,16,416,1552,2465,3249,3264,3264,3265,48,1,1264,2176,3025,3265,3265,3265,545,17,945,1873,2752"
40,1,1,1,1,2025-12-08T23:05:08.161016Z,"3233,3232,48,1,1056,1952,2816,3217,3233,3233,977,17,737,1681,2560,3216,3217,3233,3232,32,1,1361,2272,3105,3217,3232,3216,65,0,1120,2049,2913,3248,3265,3265,1041,48,800,1729,2625,3265,3264,3264,3264,32,16,1425,2337,3169,3264"
41,1,1,1,1,2025-12-08T23:05:08.264016Z,"1329,16,417,1520,2417,3216,3233,3233,3232,33,0,1217,2129,2976,3201,3232,3232,416,16,912,1824,2721,3200,3232,3232,1632,17,368,1584,2464,3249,3264,3265,3264,48,0,1457,2144,2992,3217,3233,3264,449,16,976,1921,2800,3265,3265,3248"
42,1,1,1,1,2025-12-08T23:05:08.367016Z,"0,1072,1984,2864,3232,3233,3232,865,16,753,1712,2593,3216,3232,3232,3025,16,0,1425,2288,3152,3233,3233,3232,49,16,1089,2017,2928,3264,3264,3265,928,17,833,1776,2673,3249,3264,3264,3040,33,16,1472,2384,3217,3249,3265,3264,49"
43,1,1,1,1,2025-12-08T23:05:08.469016Z,"1456,2048,2912,3217,3280,3232,832,0,768,1712,2593,3217,3233,3232,2881,33,0,1409,2320,3185,3201,3233,3233,49,17,1105,2032,2896,3216,3233,3233,880,17,833,1777,2641,3216,3233,3232,2944,33,96,1473,2416,3233,3265,3265,3265,49,17"
44,1,1,1,1,2025-12-08T23:05:08.572016Z,"2512,3217,3233,3216,3201,48,1,1264,2176,3024,3217,3233,3281,305,0,961,1873,2752,3217,3216,3232,1329,17,609,1584,2481,3216,3232,3217,3265,32,0,1344,2257,3104,3232,3232,3232,304,1,1056,1937,2817,3265,3264,3264,1408,17,704,1616"
45,1,1,1,1,2025-12-08T23:05:08.675016Z,"3185,3233,3233,785,17,816,1729,2608,3217,3233,3233,2672,32,0,1425,2320,3152,3216,3233,3232,48,16,1137,2064,2913,3248,3232,3216,753,16,864,1793,2672,3265,3249,3232,2672,1,177,1473,2385,3201,3265,3280,3265,48,16,1185,2097,2944"
46,1,1,1,1,2025-12-08T23:05:08.778016Z,"3168,3217,48,0,1280,2176,3008,3217,3233,3233,224,17,977,1888,2753,3216,3233,3233,1249,33,689,1585,2465,3216,3216,3233,3265,32,1,1313,2224,3072,3249,3281,3233,129,0,977,1920,2785,3249,3265,3280,1313,32,721,1696,2561,3265,3265"
47,1,1,1,1,2025-12-08T23:05:08.881016Z,"464,16,832,1761,2640,3216,3201,3217,2529,16,112,1440,2336,3153,3216,3217,3233,32,0,1137,2033,2897,3217,3217,3233,689,17,832,1745,2656,3249,3249,3265,2545,16,817,1441,2336,3200,3265,3265,3296,49,1,1248,2128,2961,3265,3265,3280"
48,1,1,1,1,2025-12-08T23:05:08.984016Z,"0,1233,2128,2992,3217,3248,3232,160,16,993,1889,2752,3217,3233,3232,1201,16,657,1584,2480,3216,3232,3233,3232,32,1,1297,2160,3008,3265,3280,3265,208,0,1041,1936,2817,3265,3264,3280,1233,0,752,1665,2544,3248,3264,3281,3264,32"
49,1,1,1,1,2025-12-08T23:05:09.087016Z,"1841,2641,3248,3265,3233,2320,16,208,1440,2321,3152,3232,3232,3233,48,16,1153,2049,2896,3233,3232,3233,625,16,864,1776,2641,3217,3217,3280,2480,32,368,1568,2400,3201,3248,3280,3264,65,48,1233,2129,2977,3265,3264,3264,689,33,928"
50,1,1,1,2,2025-12-08T23:05:15.047835Z,"17,657,1776,2817,3216,3232,3233,2176,16,1,1424,2496,3217,3217,3232,3233,48,1,1072,2160,3200,3217,3217,3232,609,16,688,1808,2912,3265,3264,3264,2112,33,0,1505,2593,3249,3265,3265,3265,49,17,1120,2224,3233,3264,3264,3265,49"
51,1,1,1,2,2025-12-08T23:05:15.150835Z,"1329,2336,3216,3232,3233,3233,64,16,912,2016,3056,3233,3233,3233,1105,16,1,1664,2737,3216,3217,3233,3217,32,0,1328,2384,3217,3264,3265,3264,128,17,977,2096,3168,3265,3264,3265,1104,16,0,1713,2816,3265,3265,3264,3264,17,1"
52,1,1,1,2,2025-12-08T23:05:15.254835Z,"2976,3216,3232,3232,1553,16,0,1489,2577,3216,3217,3233,3232,33,16,1137,2240,3201,3232,3233,3233,545,16,768,1889,2961,3217,3233,3265,2001,17,0,1600,2689,3264,3264,3265,3265,48,17,1201,2336,3248,3265,3265,3264,545,16,768,2481"
53,1,1,1,2,2025-12-08T23:05:15.357835Z,"3216,3201,3232,48,16,977,2096,3168,3232,3233,3232,1009,17,160,1744,2832,3216,3232,3233,3232,33,1,1393,2497,3217,3217,3233,3233,64,16,1040,2176,3233,3265,3265,3264,1072,16,336,1809,2912,3265,3264,3265,3264,32,16,1425,3153,3217"
54,1,1,1,2,2025-12-08T23:05:15.459835Z,"3217,1328,17,1,1553,2673,3201,3248,3233,3233,33,1,1200,2321,3217,3232,3232,3232,449,33,785,1937,3024,3216,3233,3232,1521,0,16,1616,2720,3265,3264,3265,3264,48,0,1233,2385,3249,3264,3249,3248,481,16,833,2000,3088,3265,3265"
55,1,1,1,2,2025-12-08T23:05:15.562835Z,"48,16,817,1921,2993,3216,3233,3233,928,16,225,1777,2816,3169,3216,3200,3232,33,0,1392,2512,3217,3233,3217,3200,49,17,1008,2144,3201,3232,3232,3232,960,17,400,1824,2928,3265,3264,3265,3264,32,1,1457,2576,3280,3233,3264,3281"
56,1,1,1,2,2025-12-08T23:05:15.666835Z,"688,1569,2673,3217,3232,3232,3248,32,0,1200,2320,3216,3216,3232,3216,368,16,801,1968,3008,3216,3201,3233,1392,17,0,1553,2657,3264,3265,3281,3264,33,0,1264,2401,3249,3265,3265,3265,400,49,880,2048,3169,3297,3264,3216,49,16"
57,1,1,1,2,2025-12-08T23:05:15.771835Z,"2816,3216,3233,3248,3264,33,0,1248,2385,3216,3217,3233,3216,368,1,848,1985,3105,3216,3216,3232,1409,17,16,1633,2752,3216,3232,3233,3232,33,16,1313,2449,3248,3264,3296,3280,401,1,912,2080,3169,3265,3264,3264,1392,1,1633,2769"
58,1,1,1,2,2025-12-08T23:05:15.874835Z,"3200,3233,865,16,545,1824,2913,3248,3248,3232,3249,65,0,1456,2560,3217,3233,3233,3233,48,1,1073,2209,3217,3233,3232,3232,848,16,721,1872,2960,3248,3265,3248,3264,33,0,1520,2609,3249,3264,3264,3248,48,0,1104,2193,3249,3264"
59,1,1,1,2,2025-12-08T23:05:15.977835Z,"1408,32,0,1265,2368,3217,3217,3265,3232,337,16,913,2016,3040,3217,3232,3248,1377,48,1,1648,2704,3216,3232,3232,3233,32,32,1296,2401,3233,3265,3265,3265,352,17,961,2065,3104,3265,3233,3264,1409,1,112,1696,2752,3265,3264,3281"
60,1,1,1,2,2025-12-08T23:05:16.080835Z,"17,736,1840,2848,3216,3233,3232,2993,32,0,1472,2529,3216,3232,3248,3216,49,1,1089,2144,3136,3216,3233,3232,784,0,704,1792,2848,3265,3265,3281,2880,32,16,1489,2513,3249,3265,3280,3265,64,17,1120,2144,3153,3217,3232,3280,768"
61,1,1,1,2,2025-12-08T23:05:16.183835Z,"1329,2321,3217,3233,3233,3232,224,16,897,1952,2961,3233,3232,3232,1265,17,32,1616,2640,3232,3232,3232,3248,32,1,1265,2305,3216,3265,3264,3265,257,17,944,2000,3025,3264,3264,3264,1296,17,224,1665,2672,3232,3232,3233,3280,33,17"
62,1,1,1,2,2025-12-08T23:05:16.286835Z,"2896,3216,3233,3249,2625,17,1,1457,2448,3217,3232,3232,3233,49,0,1120,2144,3089,3232,3248,3265,721,16,737,1777,2768,3232,3217,3232,2560,32,17,1504,2512,3248,3265,3265,3265,49,0,1121,2160,3152,3264,3249,3280,721,16,769,1824"
63,1,1,1,2,2025-12-08T23:05:16.389835Z,"3216,3200,3249,177,16,913,1953,2928,3232,3232,3233,1168,17,96,1617,2641,3217,3248,3232,3233,33,1,1296,2320,3200,3232,3216,3264,161,1,929,1968,2992,3265,3265,3264,1200,16,305,1664,2688,3264,3265,3233,3136,33,0,1312,2353,3248"
64,1,1,1,2,2025-12-08T23:05:16.492835Z,"3216,1840,16,0,1472,2496,3216,3217,3232,3216,65,0,1153,2176,3152,3232,3233,3233,592,16,753,1841,2849,3232,3265,3232,1857,17,0,1505,2561,3248,3264,3265,3280,64,16,1200,2256,3233,3265,3265,3264,561,17,816,1888,2896,3248,3280"
65,1,1,1,2,2025-12-08T23:05:16.595835Z,"32,17,961,2017,3009,3217,3217,3217,1056,16,273,1664,2688,3216,3232,3232,3232,32,1,1345,2369,3200,3233,3232,3232,65,17,976,2065,3072,3265,3297,3264,1105,17,544,1744,2769,3264,3264,3265,3265,32,1,1361,2369,3265,3280,3265,3264"
66,1,1,1,2,2025-12-08T23:05:16.698835Z,"768,1505,2528,3216,3217,3233,3233,48,0,1153,2208,3185,3232,3232,3232,496,32,801,1872,2881,3216,3233,3232,1696,32,753,1457,2497,3249,3249,3281,3280,32,1,1232,2288,3248,3264,3264,3265,528,0,1009,1936,2928,3233,3265,3265,1889,16"
67,1,1,1,2,2025-12-08T23:05:16.801835Z,"2417,3073,3232,3217,3216,976,49,465,1696,2721,3216,3232,3232,3232,33,0,1345,2385,3201,3232,3232,3232,48,16,992,2049,3057,3216,3264,3248,977,17,576,1745,2784,3264,3264,3265,3264,33,0,1408,2465,3264,3264,3264,3265,64,17,1057"
68,1,1,1,2,2025-12-08T23:05:16.903835Z,"3200,3216,3232,3216,912,17,528,1713,2721,3216,3233,3233,3232,32,17,1376,2401,3216,3233,3232,3233,48,17,992,2048,3056,3233,3232,3232,881,16,624,1761,2801,3265,3265,3265,3232,49,33,1392,2448,3216,3233,3232,3232,48,17,1057,2145"
69,1,1,1,2,2025-12-08T23:05:17.006835Z,"3217,3232,3232,32,0,1185,2241,3200,3232,3232,3233,352,0,816,1905,2913,3232,3233,3233,1377,17,1,1553,2577,3201,3217,3232,3232,32,0,1201,2272,3248,3265,3264,3281,368,1,865,1952,2960,3264,3264,3265,1425,32,1,1601,2640,3264"
70,1,1,1,2,2025-12-08T23:05:17.109835Z,"3216,593,17,641,1728,2752,3233,3233,3232,3056,17,1,1393,2449,3216,3233,3233,3217,49,0,1025,2065,3072,3216,3232,3248,785,17,513,1729,2753,3265,3264,3249,3056,33,17,1425,2480,3248,3265,3264,3232,48,17,1025,2097,3089,3233,3216"
71,1,1,1,2,2025-12-08T23:05:17.211835Z,"49,1,641,1761,2801,3217,3233,3248,2800,32,1,1424,2448,3217,3232,3233,3233,49,0,1057,2129,3168,3216,3264,3232,752,1,592,1777,2848,3264,3264,3265,2849,32,16,1473,2545,3265,3265,3265,3264,49,17,1104,2208,3201,3233,3280,3280"
72,1,1,1,2,2025-12-08T23:05:17.314835Z,"1,1233,2305,3201,3233,3232,3216,208,1,881,1984,3008,3232,3232,3233,1233,16,1,1616,2673,3217,3249,3249,3249,33,0,1264,2353,3248,3264,3264,3280,225,49,944,2049,3105,3264,3264,3265,1265,16,1,1680,2752,3281,3265,3297,3296,33"
73,1,1,1,2,2025-12-08T23:05:17.417835Z,"1904,2865,3217,3232,3232,2480,16,0,1456,2528,3217,3233,3233,3233,49,0,1088,2145,3201,3217,3233,3232,641,16,720,1824,2865,3217,3233,3233,2321,16,33,1521,2592,3249,3265,3264,3265,49,16,1136,2209,3217,3297,3281,3280,673,17,753"
74,1,1,1,2,2025-12-08T23:05:17.520835Z,"3184,3200,3233,3248,96,16,912,2000,3008,3216,3232,3232,1120,17,0,1648,2704,3216,3232,3248,3233,32,1,1296,2368,3200,3201,3216,3232,113,17,977,2080,3120,3264,3264,3264,1168,17,208,1712,2784,3265,3265,3265,3280,33,1,1360,2432"
75,1,1,1,2,2025-12-08T23:05:17.623835Z,"3217,3232,2001,16,1,1488,2545,3217,3233,3233,3233,49,1,1104,2193,3201,3249,3232,3233,560,17,753,1841,2881,3233,3233,3232,1953,16,1,1553,2624,3248,3281,3264,3265,48,1,1185,2272,3249,3265,3281,3248,592,1,800,1905,2944,3265"
76,1,1,1,2,2025-12-08T23:05:17.726835Z,"3216,49,1,944,2016,3041,3216,3232,3232,1041,17,417,1664,2720,3217,3232,3233,3232,33,0,1312,2385,3216,3232,3233,3233,64,16,960,2032,3104,3264,3264,3265,1072,16,353,1745,2801,3265,3233,3265,3265,32,1,1377,2448,3249,3265,3264"
77,1,1,1,2,2025-12-08T23:05:17.829835Z,"16,496,1505,2561,3217,3232,3232,3232,48,17,1152,2209,3201,3233,3233,3233,480,16,769,1856,2897,3232,3233,3232,1681,16,0,1472,2529,3248,3265,3265,3264,49,17,1201,2272,3248,3265,3264,3264,513,16,817,1920,2944,3264,3265,3265,1584"
78,1,1,1,2,2025-12-08T23:05:17.932835Z,"976,1952,2961,3233,3232,3233,945,16,177,1680,2721,3216,3216,3232,3216,17,1,1329,2401,3217,3217,3233,3233,48,0,960,2064,3073,3216,3265,3281,976,17,688,1760,2816,3265,3265,3265,3265,0,0,1361,2416,3249,3264,3281,3281,64,16"
79,1,1,1,2,2025-12-08T23:05:18.035835Z,"2960,3216,3233,3233,3233,17,1,1184,2257,3201,3216,3217,3233,385,16,785,1904,2945,3249,3185,3217,1409,16,16,1553,2624,3232,3233,3265,3281,33,0,1249,2352,3249,3265,3264,3264,432,33,880,1985,3025,3265,3281,3265,1441,32,0,1633"
80,1,1,1,2,2025-12-08T23:05:18.138835Z,"3201,3232,3217,848,17,369,1712,2769,3233,3216,3217,3105,32,17,1392,2464,3201,3216,3217,3200,33,0,1008,2096,3137,3217,3232,3232,848,17,656,1825,2865,3248,3249,3265,3249,16,17,1424,2497,3217,3248,3232,3185,48,0,1008,2065,3121"
81,1,1,1,2,2025-12-08T23:05:18.242835Z,"3232,3248,33,0,1217,2272,3217,3248,3249,3232,273,32,817,1937,2960,3217,3233,3232,1297,16,0,1584,2641,3249,3281,3216,3233,32,1,1216,2304,3185,3248,3233,3233,257,32,849,1953,3216,3233,3233,3232,49,49,1104,2224,3264,3296,3281"
82,1,1,1,2,2025-12-08T23:05:18.345835Z,"16,1,1233,2321,3216,3232,3217,3201,193,0,848,1937,3008,3217,3233,3233,1248,16,17,1617,2625,3217,3217,3201,3233,32,0,1248,2353,3248,3264,3281,3265,257,16,912,2033,3072,3233,3233,3216,976,17,1,1664,2721,3264,3265,3264,3265"
83,1,1,1,2,2025-12-08T23:05:18.448835Z,"1,1584,2624,3217,3233,3232,2480,0,0,1425,2512,3217,3232,3233,3233,49,1,1072,2176,3185,3233,3232,3216,673,1,721,1809,2864,3217,3280,3264,2641,0,1,1488,2577,3232,3264,3232,3233,49,17,1104,2208,3249,3264,3281,3264,688,17"
